GeneID,Mean,Mean.log10,Std.Dev,log10.Std.Dev,0.025,0.975,log10.0.025,log10.0.975
snap_masked-Contig005504-processed-gene-0.53-mRNA-1,0.213218778371811,-0.71857476234436,0.0926858739713493,0.216439399177201,0.0605503508510689,0.423471965392431,-1.21798617034618,-0.373175484721851
snap_masked-Contig005504-processed-gene-0.54-mRNA-1,1.63561546802521,0.21177838742733,0.153042091335762,0.040769065853729,1.35017743209998,1.95511911610762,0.130390766439804,0.29117305217583
snap_masked-Contig005504-processed-gene-0.43-mRNA-1,0.22931033372879,-0.679109811782837,0.0955546697102414,0.191549131042055,0.0761404167239865,0.444585465143124,-1.11838753773414,-0.352047072452775
maker-Contig005504-augustus-gene-0.1-mRNA-1,0.799056231975555,-0.101049870252609,0.101931771786354,0.0567405575477841,0.586652497450511,0.986254241565863,-0.231620947312552,-0.00601186515922785
snap_masked-Contig005504-processed-gene-0.44-mRNA-1,0.312617033720016,-0.537460088729858,0.114294148234645,0.176289005207684,0.111561672948301,0.574435114860535,-0.952496375782095,-0.240759019803298
snap_masked-Contig005504-processed-gene-0.59-mRNA-1,0.557564914226532,-0.3187415599823,0.295704164087443,0.248316145593866,0.137423709779978,1.2500613073508,-0.861962603845451,0.0968901652378639
snap_masked-Contig005504-processed-gene-0.45-mRNA-1,0.273511916399002,-0.612870872020721,0.120801449822416,0.223173728051145,0.0727834853654106,0.533465982476871,-1.13797039050093,-0.272922396508319
snap_masked-Contig005504-processed-gene-0.60-mRNA-1,0.376167893409729,-0.462105184793472,0.146749694869798,0.190911890503892,0.129665371465186,0.678849220275879,-0.887236481350661,-0.168226676490998
snap_masked-Contig005504-processed-gene-0.61-mRNA-1,0.699163377285004,-0.16622120141983,0.152646881907377,0.0987147236616086,0.418172462036212,1.02376551528772,-0.378644572761246,0.0101980808792706
snap_masked-Contig005504-processed-gene-0.62-mRNA-1,0.978982508182526,-0.0223588589578867,0.229351422581898,0.111588412228765,0.573396518329779,1.48401387532552,-0.241545073230065,0.171437743932759
snap_masked-Contig005504-processed-gene-0.63-mRNA-1,0.576299130916595,-0.256243020296097,0.1522843722022,0.125806501472006,0.287552157044411,0.85602239271005,-0.541283955731035,-0.0675161767094083
augustus_masked-Contig005504-processed-gene-0.83-mRNA-1,0.443842738866806,-0.397385388612747,0.188064747901203,0.208547697448481,0.133533914014697,0.83440691481034,-0.874411665281424,-0.0786224672664926
augustus_masked-Contig005504-processed-gene-0.97-mRNA-1,0.976122319698334,-0.0184868797659874,0.184937601117812,0.0843503651153721,0.648551387091478,1.37440866231918,-0.188058656348285,0.13810137192604
snap_masked-Contig005504-processed-gene-0.65-mRNA-1,0.25198158621788,-0.640689671039581,0.100971824269201,0.205702077715881,0.0802994201580683,0.449788261453311,-1.09528759075355,-0.346995537671579
snap_masked-Contig005504-processed-gene-0.66-mRNA-1,0.423895627260208,-0.425771415233612,0.192366488001333,0.231061351354343,0.115311758282284,0.84676172832648,-0.938133864388528,-0.0722387836685304
snap_masked-Contig005504-processed-gene-0.47-mRNA-1,1.56323957443237,0.19013349711895,0.208236443321047,0.0585244026686298,1.17643678287665,2.01352095603943,0.070567860370314,0.30395615395583
snap_masked-Contig005504-processed-gene-0.48-mRNA-1,0.543004095554352,-0.280129849910736,0.13761395560245,0.117039726387088,0.293261997650067,0.801172581811746,-0.532744218507214,-0.0962739661497516
maker-Contig005504-augustus-gene-0.2-mRNA-1,0.618329107761383,-0.221063405275345,0.142897242241127,0.105738885515824,0.353071412444115,0.925659183164438,-0.452140106351157,-0.033551459695864
augustus_masked-Contig005504-processed-gene-0.86-mRNA-1,0.221604630351067,-0.716485738754272,0.116428520165301,0.241815273281334,0.0595389512988428,0.508481148382028,-1.2252206197731,-0.293743204472045
augustus_masked-Contig005504-processed-gene-0.101-mRNA-1,0.687543153762817,-0.183306857943535,0.197322893799962,0.141111941479721,0.312208794057369,1.09432386954625,-0.505645450527495,0.0391457856466703
snap_masked-Contig005504-processed-gene-0.49-mRNA-1,2.27795505523682,0.353214263916016,0.322900805032494,0.0614613473265636,1.72738301356634,2.98577966690064,0.237388432597784,0.475057611580291
snap_masked-Contig005504-processed-gene-0.70-mRNA-1,0.89276123046875,-0.0592894069850445,0.186354025953896,0.0953347502595982,0.526377587020397,1.28296716809273,-0.278709432918612,0.108213698052307
snap_masked-Contig005504-processed-gene-0.50-mRNA-1,1.77433979511261,0.242209523916245,0.310519223211687,0.0779572951860046,1.21390973826249,2.395261267821,0.0841861018260374,0.379334916348819
snap_masked-Contig005504-processed-gene-0.71-mRNA-1,1.3159704208374,0.104389332234859,0.342030755814238,0.115507077965257,0.715101802845796,2.10960841178894,-0.145632127917017,0.324201848481546
snap_masked-Contig005504-processed-gene-0.72-mRNA-1,0.351359635591507,-0.493923127651215,0.144459474629325,0.194232280440963,0.124628364977737,0.684982470671336,-0.904407874303366,-0.164349768864374
snap_masked-Contig005504-processed-gene-0.51-mRNA-1,0.517886400222778,-0.304343312978745,0.145279064484911,0.13138094909076,0.248034243782361,0.825783137977124,-0.605488998072127,-0.083142721218152
snap_masked-Contig005504-processed-gene-0.73-mRNA-1,1.09385132789612,1.26698168969597e-05,0.433561633183555,0.19585305750381,0.34907031233112,2.12125127514204,-0.457142085816315,0.326560006396127
snap_masked-Contig005504-processed-gene-0.74-mRNA-1,1.74462389945984,0.236619248986244,0.261715390767417,0.0674194188129189,1.20453488826752,2.28981701334318,0.0808193834648187,0.359800749309472
snap_masked-Contig005504-processed-gene-0.75-mRNA-1,1.96535170078278,0.284530997276306,0.392590859429606,0.0891648327874315,1.27230956455072,2.79803645014763,0.104592642034452,0.44685166266211
snap_masked-Contig005504-processed-gene-0.76-mRNA-1,1.20711469650269,0.0805118680000305,0.0903523705755992,0.0329874727964289,1.02737890680631,1.37392893731594,0.0117296019289933,0.137964260706076
snap_masked-Contig005504-processed-gene-0.77-mRNA-1,0.657044410705566,-0.22915019094944,0.28226563074369,0.21549980392082,0.182585689797997,1.26745781501134,-0.738650731092057,0.102929573759824
snap_masked-Contig005504-processed-gene-0.52-mRNA-1,0.640934109687805,-0.21200156211853,0.179754711103313,0.13287200015666,0.273713089277347,1.03236448764801,-0.562707022906992,0.013832868918583
snap_masked-Contig005504-processed-gene-0.78-mRNA-1,3.5462749004364,0.533859014511108,0.915223940611951,0.121630069327344,1.82186697920163,5.15611325105032,0.260506293720311,0.712293547269305
snap_masked-Contig005504-processed-gene-0.79-mRNA-1,0.370646834373474,-0.483048439025879,0.172234219436901,0.224803417808732,0.0979234946891665,0.765400256713232,-1.00911440830013,-0.116114793173583
snap_masked-Contig005504-processed-gene-1.34-mRNA-1,0.38054370880127,-0.471760332584381,0.169246823490936,0.229589165832998,0.0953634222348531,0.740380509694417,-1.02062244519189,-0.130547759505924
snap_masked-Contig005504-processed-gene-1.31-mRNA-1,2.623286485672,0.415539175271988,0.322168705555795,0.0538878691129823,2.05384159684181,3.26974874536196,0.312565494371647,0.514514360278138
snap_masked-Contig005504-processed-gene-1.32-mRNA-1,0.681114733219147,-0.176961213350296,0.141103480173577,0.0968796415524487,0.385705964267254,0.945344948271911,-0.413745115902166,-0.0244135419637794
maker-Contig005504-augustus-gene-1.104-mRNA-1,0.756316602230072,-0.150621071457863,0.254790395300483,0.171362356209547,0.273767849306266,1.32616281509399,-0.562618091410148,0.122596846358456
