GeneID,Mean,Mean.log10,Std.Dev,log10.Std.Dev,0.025,0.975,log10.0.025,log10.0.975
maker-Sbay_1-snap-gene-0.223-mRNA-1,1.76975500583649,0.246851876378059,0.123856631316095,0.0304073498342958,1.53790231744448,2.01881432533264,0.186927880537209,0.30509616602658
snap_masked-Sbay_1-processed-gene-0.72-mRNA-1,0.837285757064819,-0.123621590435505,0.353416755718459,0.216155391887744,0.247400433321794,1.57846918801467,-0.606693341821179,0.198232373368584
genemark-Sbay_1-processed-gene-0.0-mRNA-1,0.443134635686874,-0.379145830869675,0.14217512448919,0.15817430610488,0.164851348722974,0.783602893352509,-0.782950925702912,-0.10590396909804
maker-Sbay_1-snap-gene-0.216-mRNA-1,0.678381085395813,-0.176320627331734,0.123375759649257,0.0847371678774009,0.425460457801819,0.933807924886545,-0.371140796934207,-0.0297426193338031
genemark-Sbay_1-processed-gene-0.3-mRNA-1,1.13380169868469,0.0430605225265026,0.252723654117221,0.102379884237704,0.625871540606022,1.65243762433529,-0.203514899710586,0.218125002268688
augustus_masked-Sbay_1-processed-gene-0.157-mRNA-1,0.464632749557495,-0.340670049190521,0.0847435697305834,0.0844909174149528,0.296065894017617,0.640611824889978,-0.528628080525427,-0.193405130398339
genemark-Sbay_1-processed-gene-0.35-mRNA-1,1.31061100959778,0.114570319652557,0.151241718097019,0.0504090903700449,1.0467765490214,1.62614798943202,0.0198526375661213,0.211159037974699
augustus_masked-Sbay_1-processed-gene-0.158-mRNA-1,0.93956470489502,-0.0312827602028847,0.130935575589444,0.0606895542256264,0.69258566002051,1.25231378773848,-0.159528181895163,0.0977131520150769
genemark-Sbay_1-processed-gene-0.7-mRNA-1,0.633092224597931,-0.206394791603088,0.11776209075952,0.0841300499379545,0.402603945632776,0.870580432315668,-0.395122048394878,-0.060191308684549
augustus_masked-Sbay_1-processed-gene-0.185-mRNA-1,0.820263743400574,-0.0904293954372406,0.114877961862806,0.0624334774794323,0.608625505367915,1.04332644244035,-0.215651909947451,0.0184199187885913
maker-Sbay_1-augustus-gene-0.238-mRNA-1,0.598948419094086,-0.234303325414658,0.132894119259366,0.104114518423984,0.333601137002309,0.891578050951163,-0.476773597183377,-0.049840865079572
augustus_masked-Sbay_1-processed-gene-0.160-mRNA-1,0.336620450019836,-0.53594297170639,0.179336848405184,0.245134201067269,0.0837563682347536,0.746200233697892,-1.07701938860259,-0.127155336513461
genemark-Sbay_1-processed-gene-0.40-mRNA-1,0.0906371921300888,-1.08767139911652,0.0411823452049556,0.202698562560727,0.0327101583592594,0.191064375266433,-1.48532235165398,-0.718821075257808
maker-Sbay_1-augustus-gene-0.232-mRNA-1,0.253949075937271,-0.618793845176697,0.0793592294754373,0.149139038984719,0.109737329185009,0.40465150475502,-0.959645614136322,-0.392920245050855
genemark-Sbay_1-processed-gene-0.41-mRNA-1,0.864833891391754,-0.0696708783507347,0.149117430896154,0.0767679549934542,0.576972814400991,1.19196230570475,-0.238845015853278,0.0762623788994888
genemark-Sbay_1-processed-gene-0.42-mRNA-1,0.151207372546196,-0.873211562633514,0.0726997058387424,0.223519542277095,0.0474571510218084,0.328184163818757,-1.32369952262778,-0.483904548733361
genemark-Sbay_1-processed-gene-0.10-mRNA-1,10.2276668548584,1.00759983062744,1.0312173433624,0.0434430828640488,8.41662069956462,12.5639772335688,0.925137189156152,1.09912582352899
genemark-Sbay_1-processed-gene-0.11-mRNA-1,0.209563821554184,-0.737868189811707,0.104888960411278,0.239514676221767,0.0540297656630476,0.477555153518916,-1.26737638364062,-0.321002884572283
genemark-Sbay_1-processed-gene-0.43-mRNA-1,1.77632856369019,0.246227607131004,0.219676923442971,0.0535837879250306,1.36267738044262,2.27574260830879,0.134393007748323,0.357122892461208
genemark-Sbay_1-processed-gene-0.12-mRNA-1,3.07913780212402,0.487290352582932,0.223237642190205,0.0314826426845891,2.66877608895302,3.53374320665995,0.426311822487696,0.548234466636151
genemark-Sbay_1-processed-gene-0.13-mRNA-1,0.212530791759491,-0.722429096698761,0.098065577011386,0.21669424910002,0.0638547275836269,0.438986328492562,-1.19480697158891,-0.357556739467764
