"id_names","Mean"
"augustus_masked-SAKL0H-processed-gene-10.47-mRNA-1",5.31940698623657
"genemark-SAKL0C-processed-gene-8.84-mRNA-1",0.196203961968422
"genemark-SAKL0G-processed-gene-7.38-mRNA-1",1.82045519351959
"augustus_masked-SAKL0G-processed-gene-16.188-mRNA-1",0.305126994848251
"snap_masked-SAKL0G-processed-gene-5.40-mRNA-1",0.486346274614334
"snap_masked-SAKL0C-processed-gene-6.107-mRNA-1",0.103533051908016
"augustus_masked-SAKL0C-processed-gene-2.84-mRNA-1",0.165855661034584
"augustus_masked-SAKL0E-processed-gene-11.193-mRNA-1",0.132906407117844
"augustus_masked-SAKL0E-processed-gene-6.128-mRNA-1",1.15142726898193
"augustus_masked-SAKL0B-processed-gene-8.20-mRNA-1",0.568471670150757
"augustus_masked-SAKL0E-processed-gene-8.129-mRNA-1",1.80453252792358
"augustus_masked-SAKL0A-processed-gene-6.131-mRNA-1",6.9551796913147
"augustus_masked-SAKL0A-processed-gene-7.15-mRNA-1",0.436564117670059
"augustus_masked-SAKL0H-processed-gene-11.7-mRNA-1",0.847159802913666
"augustus_masked-SAKL0H-processed-gene-3.119-mRNA-1",0.330759942531586
"augustus_masked-SAKL0C-processed-gene-4.30-mRNA-1",0.403228163719177
"augustus_masked-SAKL0C-processed-gene-4.27-mRNA-1",0.0666988417506218
"augustus_masked-SAKL0A-processed-gene-8.62-mRNA-1",0.0712372660636902
"augustus_masked-SAKL0D-processed-gene-9.143-mRNA-1",0.26813617348671
"genemark-SAKL0G-processed-gene-15.115-mRNA-1",0.718629658222198
"augustus_masked-SAKL0F-processed-gene-3.25-mRNA-1",1.33380317687988
"augustus_masked-SAKL0C-processed-gene-4.7-mRNA-1",0.104122042655945
"snap_masked-SAKL0H-processed-gene-8.66-mRNA-1",0.747702360153198
"snap_masked-SAKL0C-processed-gene-9.127-mRNA-1",0.0264760609716177
"augustus_masked-SAKL0E-processed-gene-10.16-mRNA-1",3.12201404571533
"augustus_masked-SAKL0H-processed-gene-15.13-mRNA-1",1.19261825084686
"augustus_masked-SAKL0G-processed-gene-15.18-mRNA-1",2.25452661514282
"augustus_masked-SAKL0G-processed-gene-10.107-mRNA-1",0.535232245922089
"augustus_masked-SAKL0E-processed-gene-2.28-mRNA-1",0.692073822021484
"augustus_masked-SAKL0A-processed-gene-7.40-mRNA-1",0.169908925890923
"augustus_masked-SAKL0H-processed-gene-13.27-mRNA-1",2.05062961578369
"snap_masked-SAKL0H-processed-gene-22.96-mRNA-1",0.129926607012749
"augustus_masked-SAKL0C-processed-gene-4.21-mRNA-1",0.030055046081543
"augustus_masked-SAKL0E-processed-gene-3.12-mRNA-1",0.996577978134155
"augustus_masked-SAKL0E-processed-gene-3.22-mRNA-1",1.86353731155396
"augustus_masked-SAKL0B-processed-gene-10.25-mRNA-1",0.815202951431274
"snap_masked-SAKL0H-processed-gene-16.140-mRNA-1",0.401404470205307
"augustus_masked-SAKL0C-processed-gene-0.1-mRNA-1",1.47550022602081
"augustus_masked-SAKL0C-processed-gene-10.32-mRNA-1",0.0761909857392311
"augustus_masked-SAKL0E-processed-gene-4.44-mRNA-1",0.148915410041809
"augustus_masked-SAKL0A-processed-gene-8.55-mRNA-1",1.68265867233276
"augustus_masked-SAKL0B-processed-gene-4.98-mRNA-1",0.0812961086630821
"augustus_masked-SAKL0F-processed-gene-1.136-mRNA-1",0.524694919586182
"augustus_masked-SAKL0H-processed-gene-12.106-mRNA-1",1.54463505744934
"augustus_masked-SAKL0F-processed-gene-12.228-mRNA-1",0.306300640106201
"augustus_masked-SAKL0G-processed-gene-12.139-mRNA-1",1.67794108390808
"genemark-SAKL0D-processed-gene-8.38-mRNA-1",0.107320830225945
"augustus_masked-SAKL0D-processed-gene-11.268-mRNA-1",0.543247699737549
"augustus_masked-SAKL0D-processed-gene-11.216-mRNA-1",0.0654408857226372
"augustus_masked-SAKL0G-processed-gene-2.25-mRNA-1",0.639520287513733
"snap_masked-SAKL0E-processed-gene-3.73-mRNA-1",0.433138310909271
"augustus_masked-SAKL0H-processed-gene-20.24-mRNA-1",0.270061999559402
"augustus_masked-SAKL0G-processed-gene-6.14-mRNA-1",0.256030231714249
"augustus_masked-SAKL0G-processed-gene-2.51-mRNA-1",0.450005501508713
"snap_masked-SAKL0F-processed-gene-5.112-mRNA-1",0.497954517602921
"genemark-SAKL0D-processed-gene-2.20-mRNA-1",1.15105068683624
"snap_masked-SAKL0B-processed-gene-4.23-mRNA-1",0.439113348722458
"snap_masked-SAKL0C-processed-gene-8.113-mRNA-1",0.0509845912456512
"augustus_masked-SAKL0G-processed-gene-14.89-mRNA-1",0.408630013465881
"snap_masked-SAKL0C-processed-gene-3.75-mRNA-1",0.126944497227669
"augustus_masked-SAKL0G-processed-gene-10.105-mRNA-1",0.297060608863831
"augustus_masked-SAKL0G-processed-gene-5.105-mRNA-1",0.0848565176129341
"augustus_masked-SAKL0C-processed-gene-4.33-mRNA-1",0.182524546980858
"augustus_masked-SAKL0C-processed-gene-0.5-mRNA-1",0.0826694071292877
"snap_masked-SAKL0G-processed-gene-12.8-mRNA-1",0.345546960830688
"augustus_masked-SAKL0D-processed-gene-9.121-mRNA-1",1.49831771850586
"augustus_masked-SAKL0F-processed-gene-7.115-mRNA-1",3.16974329948425
"augustus_masked-SAKL0H-processed-gene-17.134-mRNA-1",1.21997559070587
"augustus_masked-SAKL0D-processed-gene-11.296-mRNA-1",0.332675069570541
"augustus_masked-SAKL0F-processed-gene-3.28-mRNA-1",1.62747347354889
"augustus_masked-SAKL0H-processed-gene-9.113-mRNA-1",0.775293111801147
"snap_masked-SAKL0D-processed-gene-6.15-mRNA-1",0.0757268294692039
"augustus_masked-SAKL0E-processed-gene-6.124-mRNA-1",4.81135368347168
"augustus_masked-SAKL0A-processed-gene-8.2-mRNA-1",0.77963525056839
"augustus_masked-SAKL0G-processed-gene-9.40-mRNA-1",2.59048891067505
"augustus_masked-SAKL0E-processed-gene-7.29-mRNA-1",0.442334920167923
"augustus_masked-SAKL0F-processed-gene-0.84-mRNA-1",0.264874398708344
"augustus_masked-SAKL0G-processed-gene-11.39-mRNA-1",1.24873852729797
"augustus_masked-SAKL0H-processed-gene-0.66-mRNA-1",0.288055181503296
"augustus_masked-SAKL0C-processed-gene-8.49-mRNA-1",0.193918481469154
"snap_masked-SAKL0C-processed-gene-11.210-mRNA-1",0.126550495624542
"augustus_masked-SAKL0D-processed-gene-11.289-mRNA-1",15.2005348205566
"augustus_masked-SAKL0G-processed-gene-6.16-mRNA-1",0.0310565158724785
"augustus_masked-SAKL0B-processed-gene-3.102-mRNA-1",1.00945210456848
"augustus_masked-SAKL0F-processed-gene-9.123-mRNA-1",0.0692136362195015
"augustus_masked-SAKL0E-processed-gene-10.13-mRNA-1",0.547775745391846
"augustus_masked-SAKL0A-processed-gene-5.17-mRNA-1",0.559435367584229
"augustus_masked-SAKL0F-processed-gene-3.32-mRNA-1",0.613084137439728
"augustus_masked-SAKL0F-processed-gene-5.20-mRNA-1",0.238550618290901
"augustus_masked-SAKL0H-processed-gene-16.54-mRNA-1",0.27325114607811
"augustus_masked-SAKL0H-processed-gene-4.86-mRNA-1",1.0579913854599
"snap_masked-SAKL0G-processed-gene-5.28-mRNA-1",0.109042778611183
"augustus_masked-SAKL0H-processed-gene-19.11-mRNA-1",1.7961231470108
"augustus_masked-SAKL0C-processed-gene-6.35-mRNA-1",0.111090451478958
"snap_masked-SAKL0D-processed-gene-2.81-mRNA-1",0.0577730722725391
"augustus_masked-SAKL0E-processed-gene-7.35-mRNA-1",0.886666476726532
"augustus_masked-SAKL0H-processed-gene-10.43-mRNA-1",0.803110420703888
"augustus_masked-SAKL0F-processed-gene-6.121-mRNA-1",2.23893737792969
"maker-SAKL0H-augustus-gene-4.124-mRNA-1",0.762268602848053
"augustus_masked-SAKL0H-processed-gene-18.103-mRNA-1",1.0364373922348
"snap_masked-SAKL0C-processed-gene-0.43-mRNA-1",0.147375464439392
"augustus_masked-SAKL0B-processed-gene-7.12-mRNA-1",0.4936363697052
"augustus_masked-SAKL0G-processed-gene-13.117-mRNA-1",0.395817160606384
"augustus_masked-SAKL0H-processed-gene-16.43-mRNA-1",0.0296008102595806
"augustus_masked-SAKL0G-processed-gene-5.143-mRNA-1",0.0980315506458282
"augustus_masked-SAKL0E-processed-gene-6.139-mRNA-1",0.161883264780045
"augustus_masked-SAKL0H-processed-gene-5.133-mRNA-1",0.234513759613037
"augustus_masked-SAKL0E-processed-gene-11.217-mRNA-1",1.61917042732239
"augustus_masked-SAKL0H-processed-gene-4.121-mRNA-1",0.792860388755798
"augustus_masked-SAKL0H-processed-gene-20.42-mRNA-1",1.01935398578644
