"id_names","Mean"
"augustus_masked-SAKL0A-processed-gene-0.14-mRNA-1",1.02066682255268
"augustus_masked-SAKL0A-processed-gene-0.20-mRNA-1",1.10820869147778
"augustus_masked-SAKL0A-processed-gene-0.33-mRNA-1",0.666740463346243
"augustus_masked-SAKL0A-processed-gene-0.36-mRNA-1",0.870666288793087
"augustus_masked-SAKL0A-processed-gene-1.10-mRNA-1",1.20313563215733
"augustus_masked-SAKL0A-processed-gene-1.12-mRNA-1",0.823932557821274
"augustus_masked-SAKL0A-processed-gene-1.13-mRNA-1",0.663361137717962
"augustus_masked-SAKL0A-processed-gene-1.15-mRNA-1",0.914936155378819
"augustus_masked-SAKL0A-processed-gene-1.23-mRNA-1",0.860148924171925
"augustus_masked-SAKL0A-processed-gene-1.30-mRNA-1",0.776406115710735
"augustus_masked-SAKL0A-processed-gene-1.31-mRNA-1",0.875937714099884
"augustus_masked-SAKL0A-processed-gene-1.37-mRNA-1",1.18325870108604
"augustus_masked-SAKL0A-processed-gene-1.39-mRNA-1",0.849206202507019
"augustus_masked-SAKL0A-processed-gene-1.42-mRNA-1",0.731207045137882
"augustus_masked-SAKL0A-processed-gene-1.48-mRNA-1",0.85736715900898
"augustus_masked-SAKL0A-processed-gene-2.14-mRNA-1",0.710355512350798
"augustus_masked-SAKL0A-processed-gene-2.15-mRNA-1",0.759263059914112
"augustus_masked-SAKL0A-processed-gene-2.18-mRNA-1",0.834535623252392
"augustus_masked-SAKL0A-processed-gene-3.14-mRNA-1",0.859274918317795
"augustus_masked-SAKL0A-processed-gene-3.15-mRNA-1",1.45617197299004
"augustus_masked-SAKL0A-processed-gene-3.2-mRNA-1",0.931127620697021
"augustus_masked-SAKL0A-processed-gene-3.20-mRNA-1",4.07674107193947
"augustus_masked-SAKL0A-processed-gene-3.22-mRNA-1",2.14985953223705
"augustus_masked-SAKL0A-processed-gene-3.26-mRNA-1",0.963875891923904
"augustus_masked-SAKL0A-processed-gene-3.30-mRNA-1",0.878032003641129
"augustus_masked-SAKL0A-processed-gene-3.32-mRNA-1",0.835613811016083
